sleep_response,sleep,slpnaps,totwrk,educ,age,agesq,male,marr,yngkid,gdhlth,inlf,hrwage,lhrwage,work_hours_week,sleep_hours_week,sleep_hours_day,wage_observed,not_in_labor_force
2536,2536,2536,2326,9,59,3481,0,0,0,1,1,1.1500000953674316,0.1397619992494583,38.766666666666666,42.266666666666666,6.038095238095238,1,0
2828,2828,2945,2700,11,30,900,0,1,0,1,1,1.1500000953674316,0.1397619992494583,45.0,47.13333333333333,6.733333333333333,1,0
3103,3103,3103,1350,12,35,1225,0,0,0,1,1,1.0300002098083496,0.0295589994639158,22.5,51.71666666666667,7.388095238095238,1,0
3730,3730,3730,1175,12,23,529,0,1,0,1,1,1.220000147819519,0.198851004242897,19.583333333333332,62.166666666666664,8.880952380952381,1,0
2840,2840,2840,2353,11,38,1444,0,1,0,1,1,1.43999981880188,0.3646430075168609,39.21666666666667,47.333333333333336,6.761904761904762,1,0
3210,3210,3290,1563,12,61,3721,0,0,0,1,1,1.43999981880188,0.3646430075168609,26.05,53.5,7.642857142857142,1,0
3650,3650,3650,600,8,51,2601,0,0,0,1,1,1.43999981880188,0.3646430075168609,10.0,60.833333333333336,8.690476190476192,1,0
2708,2708,2768,2501,17,55,3025,1,1,0,1,1,0.7200000286102295,-0.3285039961338043,41.68333333333333,45.13333333333333,6.447619047619047,1,0
3530,3530,3530,2250,10,33,1089,0,1,0,1,1,1.959999084472656,0.6729440093040466,37.5,58.833333333333336,8.404761904761905,1,0
4695,4695,4695,1533,12,52,2704,0,1,0,1,1,3.1599998474121094,1.1505719423294067,25.55,78.25,11.178571428571427,1,0
3639,3639,3714,2513,15,27,729,1,1,1,1,1,3.4600014686584477,1.2412689924240112,41.88333333333333,60.65,8.664285714285715,1,0
2335,2335,2428,2896,9,36,1296,1,1,0,1,1,3.4600014686584477,1.2412689924240112,48.266666666666666,38.916666666666664,5.559523809523809,1,0
2813,2813,2813,2550,12,55,3025,0,0,0,1,1,3.4600014686584477,1.2412689924240112,42.5,46.88333333333333,6.697619047619047,1,0
3088,3088,3148,2747,10,60,3600,0,1,0,0,1,3.4600014686584477,1.2412689924240112,45.78333333333333,51.46666666666667,7.352380952380953,1,0
3710,3710,3770,2127,11,40,1600,0,1,0,1,1,1.729999303817749,0.5481209754943848,35.45,61.833333333333336,8.833333333333334,1,0
3293,3293,3518,1125,13,29,841,0,1,0,1,1,3.4600014686584477,1.2412689924240112,18.75,54.88333333333333,7.840476190476191,1,0
3261,3261,3441,1125,12,35,1225,0,1,0,1,1,3.4600014686584477,1.2412689924240112,18.75,54.35,7.764285714285714,1,0
3540,3540,3840,3692,12,35,1225,1,1,0,1,1,3.4600014686584477,1.2412689924240112,61.53333333333333,59.0,8.428571428571429,1,0
3176,3176,3221,2225,12,39,1521,1,1,0,1,1,3.4600014686584477,1.2412689924240112,37.083333333333336,52.93333333333333,7.561904761904762,1,0
3060,3060,3060,2375,12,23,529,1,1,1,0,1,3.4600014686584477,1.2412689924240112,39.583333333333336,51.0,7.2857142857142865,1,0
3590,3590,3590,2100,11,28,784,1,1,1,1,1,3.4600014686584477,1.2412689924240112,35.0,59.833333333333336,8.547619047619047,1,0
2923,2923,2953,2243,17,28,784,0,0,0,1,1,3.4600014686584477,1.2412689924240112,37.38333333333333,48.71666666666667,6.95952380952381,1,0
3020,3020,3020,2275,13,54,2916,0,0,0,1,1,3.4600014686584477,1.2412689924240112,37.916666666666664,50.333333333333336,7.190476190476191,1,0
3110,3110,3110,2393,11,46,2116,0,1,0,1,1,2.180000305175781,0.779325008392334,39.88333333333333,51.833333333333336,7.404761904761904,1,0
3898,3898,3898,2408,12,52,2704,0,1,0,1,1,2.4800009727478027,0.9082589745521544,40.13333333333333,64.96666666666667,9.280952380952382,1,0
2841,2841,2931,2413,12,30,900,0,1,0,1,1,3.229999542236328,1.1724820137023926,40.21666666666667,47.35,6.764285714285714,1,0
3278,3278,3518,2420,12,40,1600,0,1,0,1,1,5.479999542236328,1.701104998588562,40.333333333333336,54.63333333333333,7.804761904761905,1,0
3151,3151,3191,1263,17,40,1600,0,1,0,1,1,4.239998817443848,1.4445630311965942,21.05,52.516666666666666,7.502380952380952,1,0
3165,3165,3330,2765,10,28,784,1,1,1,1,1,2.400000810623169,0.8754690289497375,46.083333333333336,52.75,7.5357142857142865,1,0
3720,3720,3860,2100,12,36,1296,0,1,0,1,1,1.800000548362732,0.5877869725227356,35.0,62.0,8.857142857142858,1,0
3675,3675,3675,2425,12,30,900,0,0,0,1,1,3.750000715255737,1.3217560052871704,40.416666666666664,61.25,8.75,1,0
3300,3300,3300,3213,12,37,1369,1,1,0,1,1,4.499998092651367,1.5040769577026367,53.55,55.0,7.857142857142858,1,0
2250,2250,2250,1200,12,36,1296,0,1,0,0,1,3.750000715255737,1.3217560052871704,20.0,37.5,5.357142857142858,1,0
3298,3298,3518,2276,12,31,961,1,1,0,1,1,3.750000715255737,1.3217560052871704,37.93333333333333,54.96666666666667,7.852380952380953,1,0
3245,3245,3433,2475,12,30,900,1,1,0,1,1,5.25,1.658228039741516,41.25,54.083333333333336,7.726190476190476,1,0
2770,2770,3160,2300,11,53,2809,0,1,0,1,1,3.750000715255737,1.3217560052871704,38.333333333333336,46.166666666666664,6.595238095238096,1,0
3383,3383,3653,2188,12,37,1369,0,1,0,0,1,2.999999046325684,1.0986119508743286,36.46666666666667,56.38333333333333,8.054761904761905,1,0
3338,3338,3338,2313,12,29,841,1,1,0,1,1,5.210000991821289,1.6505800485610962,38.55,55.63333333333333,7.947619047619047,1,0
3330,3330,3330,2300,12,34,1156,1,1,0,0,1,4.760001659393311,1.5602480173110962,38.333333333333336,55.5,7.928571428571429,1,0
3098,3098,3586,2828,12,38,1444,1,1,0,1,1,5.769999504089356,1.7526719570159912,47.13333333333333,51.63333333333333,7.376190476190476,1,0
3158,3158,3158,2200,12,24,576,0,1,0,1,1,5.769999504089356,1.7526719570159912,36.666666666666664,52.63333333333333,7.51904761904762,1,0
3404,3404,3439,3748,14,52,2704,1,1,0,1,1,5.769999504089356,1.7526719570159912,62.46666666666667,56.733333333333334,8.104761904761904,1,0
3038,3038,3188,2681,9,38,1444,1,1,0,0,1,5.769999504089356,1.7526719570159912,44.68333333333333,50.63333333333333,7.233333333333333,1,0
3115,3115,3115,1860,16,36,1296,0,1,0,1,1,5.769999504089356,1.7526719570159912,31.0,51.916666666666664,7.416666666666667,1,0
2623,2623,2623,4325,12,60,3600,1,1,0,1,1,5.769999504089356,1.7526719570159912,72.08333333333333,43.71666666666667,6.245238095238095,1,0
3013,3013,3013,2313,12,39,1521,1,1,0,1,1,5.769999504089356,1.7526719570159912,38.55,50.21666666666667,7.173809523809524,1,0
2895,2895,2895,3411,12,50,2500,0,0,0,1,1,5.769999504089356,1.7526719570159912,56.85,48.25,6.892857142857142,1,0
1485,1485,1485,2075,12,28,784,1,1,0,1,1,5.769999504089356,1.7526719570159912,34.583333333333336,24.75,3.5357142857142856,1,0
2770,2770,2770,2587,10,36,1296,0,0,0,1,1,5.769999504089356,1.7526719570159912,43.11666666666667,46.166666666666664,6.595238095238096,1,0
3308,3308,3428,2975,8,60,3600,1,1,0,1,1,5.769999504089356,1.7526719570159912,49.583333333333336,55.13333333333333,7.876190476190476,1,0
3210,3210,3255,2125,13,32,1024,1,1,0,1,1,5.769999504089356,1.7526719570159912,35.416666666666664,53.5,7.642857142857142,1,0
3116,3116,3206,2628,12,56,3136,1,1,0,1,1,5.769999504089356,1.7526719570159912,43.8,51.93333333333333,7.419047619047619,1,0
3183,3183,3183,2388,8,47,2209,1,1,0,1,1,5.769999504089356,1.7526719570159912,39.8,53.05,7.578571428571428,1,0
3330,3330,4255,2866,12,61,3721,1,1,0,1,1,5.769999504089356,1.7526719570159912,47.766666666666666,55.5,7.928571428571429,1,0
3113,3113,3188,2173,17,29,841,1,0,0,0,1,5.769999504089356,1.7526719570159912,36.21666666666667,51.88333333333333,7.411904761904762,1,0
2880,2880,2880,2450,8,56,3136,1,1,0,1,1,5.769999504089356,1.7526719570159912,40.833333333333336,48.0,6.857142857142858,1,0
3308,3308,3626,1613,12,27,729,1,1,0,1,1,5.769999504089356,1.7526719570159912,26.883333333333333,55.13333333333333,7.876190476190476,1,0
3428,3428,3428,3150,9,45,2025,1,1,0,1,1,5.020000457763672,1.6134300231933594,52.5,57.13333333333333,8.161904761904761,1,0
3998,3998,4081,1350,12,25,625,0,1,0,1,1,3.5199999809265137,1.2584609985351562,22.5,66.63333333333334,9.519047619047619,1,0
3965,3965,3965,700,10,26,676,1,1,1,0,1,4.530000686645508,1.510722041130066,11.666666666666666,66.08333333333333,9.440476190476192,1,0
3515,3515,3515,2250,12,52,2704,0,0,0,1,1,2.7699990272521973,1.0188469886779783,37.5,58.583333333333336,8.369047619047619,1,0
3345,3345,3345,1955,17,33,1089,0,1,1,1,1,7.559998512268066,2.0228710174560547,32.583333333333336,55.75,7.9642857142857135,1,0
3638,3638,3698,2125,17,37,1369,1,1,1,1,1,4.040001392364502,1.396245002746582,35.416666666666664,60.63333333333333,8.661904761904761,1,0
2655,2655,2655,938,13,30,900,1,1,1,1,1,4.040001392364502,1.396245002746582,15.633333333333333,44.25,6.321428571428571,1,0
2618,2618,2618,3869,17,52,2704,0,1,0,1,1,10.100006103515623,2.3125360012054443,64.48333333333333,43.63333333333333,6.233333333333333,1,0
3450,3450,3450,2450,12,23,529,1,1,1,1,1,4.040001392364502,1.396245002746582,40.833333333333336,57.5,8.214285714285714,1,0
3188,3188,3488,2353,12,44,1936,0,1,0,1,1,3.030000925064087,1.10856294631958,39.21666666666667,53.13333333333333,7.590476190476191,1,0
3390,3390,3940,2563,16,33,1089,1,1,0,1,1,8.080000877380371,2.0893919467926025,42.71666666666667,56.5,8.071428571428571,1,0
3108,3108,3108,1863,12,27,729,0,1,0,1,1,4.040001392364502,1.396245002746582,31.05,51.8,7.4,1,0
3825,3825,3925,2143,7,65,4225,1,0,0,0,1,6.060001373291016,1.80171000957489,35.71666666666667,63.75,9.107142857142858,1,0
3778,3778,3778,1571,16,30,900,1,1,1,1,1,8.080000877380371,2.0893919467926025,26.183333333333334,62.96666666666667,8.995238095238095,1,0
3046,3046,3278,2571,16,54,2916,1,1,0,1,1,8.080000877380371,2.0893919467926025,42.85,50.766666666666666,7.252380952380952,1,0
3333,3333,3393,1818,16,29,841,0,1,1,1,1,8.080000877380371,2.0893919467926025,30.3,55.55,7.935714285714286,1,0
4575,4575,4575,0,12,49,2401,1,1,0,1,1,8.080000877380371,2.0893919467926025,0.0,76.25,10.892857142857142,1,0
3263,3263,3263,2250,12,25,625,1,1,1,1,1,4.040001392364502,1.396245002746582,37.5,54.38333333333333,7.76904761904762,1,0
3113,3113,3263,2313,12,58,3364,0,1,0,1,1,4.040001392364502,1.396245002746582,38.55,51.88333333333333,7.411904761904762,1,0
4545,4545,4695,835,11,40,1600,1,0,0,0,1,4.040001392364502,1.396245002746582,13.916666666666666,75.75,10.821428571428573,1,0
3880,3880,3918,2830,12,40,1600,1,1,1,1,1,4.040001392364502,1.396245002746582,47.166666666666664,64.66666666666667,9.238095238095239,1,0
3303,3303,3548,2226,12,56,3136,1,0,0,0,1,4.040001392364502,1.396245002746582,37.1,55.05,7.864285714285714,1,0
3388,3388,3388,2325,9,45,2025,0,1,0,0,1,4.040001392364502,1.396245002746582,38.75,56.46666666666667,8.066666666666666,1,0
3278,3278,3278,2140,10,52,2704,0,0,0,0,1,4.599998950958252,1.5260560512542725,35.666666666666664,54.63333333333333,7.804761904761905,1,0
3376,3376,3424,2592,17,31,961,1,1,1,1,1,5.310000896453857,1.669592022895813,43.2,56.266666666666666,8.038095238095238,1,0
2895,2895,2895,2313,12,27,729,1,1,0,1,1,14.429993629455566,2.66930890083313,38.55,48.25,6.892857142857142,1,0
3216,3216,3216,2263,14,31,961,1,1,0,1,1,10.39000129699707,2.340843915939331,37.71666666666667,53.6,7.6571428571428575,1,0
2930,2930,2930,2100,17,30,900,1,1,0,1,1,10.39000129699707,2.340843915939331,35.0,48.833333333333336,6.976190476190476,1,0
3150,3150,4135,1075,16,44,1936,1,1,0,1,1,10.39000129699707,2.340843915939331,17.916666666666668,52.5,7.5,1,0
3248,3248,3248,2238,15,27,729,1,1,1,1,1,5.830000400543213,1.7630170583724976,37.3,54.13333333333333,7.733333333333333,1,0
3983,3983,5224,1168,14,28,784,0,0,0,1,1,7.100001811981201,1.9600950479507449,19.466666666666665,66.38333333333334,9.483333333333333,1,0
3218,3218,3523,1900,12,57,3249,1,1,0,1,1,8.370001792907715,2.124654054641724,31.666666666666668,53.63333333333333,7.661904761904762,1,0
2803,2803,2803,2376,13,33,1089,0,1,0,1,1,2.539999723434448,0.9321640133857728,39.6,46.71666666666667,6.673809523809524,1,0
3038,3038,3038,1800,12,29,841,1,1,1,1,1,3.809999227523804,1.337628960609436,30.0,50.63333333333333,7.233333333333333,1,0
3150,3150,3300,2965,12,32,1024,1,1,0,1,1,6.350000858306885,1.8484549522399905,49.416666666666664,52.5,7.5,1,0
3405,3405,3405,3466,13,25,625,1,1,1,1,1,10.159996032714844,2.318458080291748,57.766666666666666,56.75,8.107142857142858,1,0
3548,3548,3548,1538,12,50,2500,1,1,0,1,1,6.350000858306885,1.8484549522399905,25.633333333333333,59.13333333333333,8.447619047619048,1,0
3670,3670,3670,2600,12,39,1521,1,0,0,0,1,6.350000858306885,1.8484549522399905,43.333333333333336,61.166666666666664,8.738095238095239,1,0
2961,2961,3724,1675,12,24,576,1,1,0,0,1,6.350000858306885,1.8484549522399905,27.916666666666668,49.35,7.05,1,0
3530,3530,3593,1113,12,31,961,1,1,1,1,1,6.350000858306885,1.8484549522399905,18.55,58.833333333333336,8.404761904761905,1,0
2668,2668,2668,2400,12,25,625,1,1,1,1,1,6.350000858306885,1.8484549522399905,40.0,44.46666666666667,6.352380952380953,1,0
3233,3233,3848,2288,7,44,1936,1,1,0,1,1,6.350000858306885,1.8484549522399905,38.13333333333333,53.88333333333333,7.697619047619047,1,0
3750,3750,3750,2226,17,62,3844,1,1,0,1,1,17.47999382019043,2.861057043075561,37.1,62.5,8.928571428571427,1,0
3203,3203,3203,2001,12,44,1936,1,1,0,1,1,9.93000602722168,2.2955610752105717,33.35,53.38333333333333,7.626190476190476,1,0
2948,2948,3048,2480,12,35,1225,0,1,0,1,1,4.329997539520264,1.4655669927597046,41.333333333333336,49.13333333333333,7.01904761904762,1,0
3621,3621,4034,2588,12,34,1156,0,0,0,1,1,4.329997539520264,1.4655669927597046,43.13333333333333,60.35,8.621428571428572,1,0
3630,3630,4165,1213,12,27,729,0,1,1,1,1,4.329997539520264,1.4655669927597046,20.216666666666665,60.5,8.642857142857142,1,0
3631,3631,3631,1650,12,32,1024,1,1,0,1,1,8.660002708435059,2.158715009689331,27.5,60.516666666666666,8.645238095238094,1,0
2836,2836,2836,2263,8,58,3364,1,1,0,1,1,8.660002708435059,2.158715009689331,37.71666666666667,47.266666666666666,6.752380952380952,1,0
2940,2940,2948,2163,17,27,729,0,1,1,1,1,4.329997539520264,1.4655669927597046,36.05,49.0,7.0,1,0
3943,3943,3943,958,14,59,3481,1,1,0,1,1,8.660002708435059,2.158715009689331,15.966666666666667,65.71666666666667,9.38809523809524,1,0
3378,3378,3378,3185,12,23,529,1,1,0,1,1,7.390002250671387,2.000128030776977,53.083333333333336,56.3,8.042857142857143,1,0
4140,4140,4260,0,8,45,2025,1,1,0,0,1,5.709999561309815,1.7422189712524414,0.0,69.0,9.857142857142858,1,0
2888,2888,2888,2931,12,25,625,1,1,0,1,1,6.119998931884766,1.811561942100525,48.85,48.13333333333333,6.876190476190476,1,0
3030,3030,3440,1138,17,52,2704,1,0,0,1,1,8.47000503540039,2.136531114578247,18.966666666666665,50.5,7.2142857142857135,1,0
3705,3705,3705,2363,12,29,841,1,1,1,1,1,6.639999866485596,1.8931119441986084,39.38333333333333,61.75,8.821428571428573,1,0
3795,3795,4170,1298,16,24,576,0,1,0,1,1,3.839998483657837,1.345471978187561,21.633333333333333,63.25,9.035714285714285,1,0
3160,3160,3160,3103,10,59,3481,1,1,0,1,1,7.939997673034668,2.071913003921509,51.71666666666667,52.666666666666664,7.523809523809524,1,0
3075,3075,3285,3261,10,39,1521,1,1,0,1,1,4.620001316070557,1.5303950309753418,54.35,51.25,7.321428571428571,1,0
2678,2678,2948,2755,12,33,1089,1,1,0,1,1,9.24000072479248,2.2235419750213623,45.916666666666664,44.63333333333333,6.376190476190476,1,0
4113,4113,4113,2488,8,33,1089,1,1,1,0,1,4.620001316070557,1.5303950309753418,41.46666666666667,68.55,9.792857142857143,1,0
3293,3293,3843,2058,12,58,3364,1,0,0,1,1,6.930001735687256,1.93586003780365,34.3,54.88333333333333,7.840476190476191,1,0
2760,2760,2760,2695,16,33,1089,1,1,1,1,1,11.550006866455078,2.446686029434204,44.916666666666664,46.0,6.571428571428571,1,0
3720,3720,3720,2113,17,24,576,0,1,0,1,1,2.309998750686645,0.8372470140457153,35.21666666666667,62.0,8.857142857142858,1,0
3840,3840,3840,1538,12,47,2209,1,1,0,1,1,9.24000072479248,2.2235419750213623,25.633333333333333,64.0,9.142857142857142,1,0
3338,3338,3711,1323,16,51,2601,0,1,0,1,1,4.620001316070557,1.5303950309753418,22.05,55.63333333333333,7.947619047619047,1,0
4373,4373,4373,0,11,44,1936,0,1,0,1,1,4.620001316070557,1.5303950309753418,0.0,72.88333333333334,10.411904761904761,1,0
2928,2928,3138,2735,12,48,2304,1,1,0,1,1,6.930001735687256,1.93586003780365,45.583333333333336,48.8,6.9714285714285715,1,0
3090,3090,3125,3225,12,36,1296,1,1,0,1,1,11.550006866455078,2.446686029434204,53.75,51.5,7.357142857142858,1,0
2740,2740,2740,2375,12,54,2916,1,1,0,1,1,6.930001735687256,1.93586003780365,39.583333333333336,45.666666666666664,6.523809523809524,1,0
2496,2496,2656,1762,12,25,625,1,1,0,1,1,2.309998750686645,0.8372470140457153,29.366666666666667,41.6,5.942857142857142,1,0
3098,3098,3248,2601,17,56,3136,0,0,0,0,1,4.620001316070557,1.5303950309753418,43.35,51.63333333333333,7.376190476190476,1,0
2933,2933,2933,2513,12,28,784,1,1,1,1,1,6.930001735687256,1.93586003780365,41.88333333333333,48.88333333333333,6.983333333333333,1,0
3195,3195,3570,1755,14,40,1600,0,0,0,1,1,4.620001316070557,1.5303950309753418,29.25,53.25,7.607142857142858,1,0
3213,3213,3273,2288,12,28,784,1,1,0,1,1,4.620001316070557,1.5303950309753418,38.13333333333333,53.55,7.65,1,0
3015,3015,3053,2640,12,29,841,1,1,0,0,1,4.620001316070557,1.5303950309753418,44.0,50.25,7.178571428571429,1,0
3698,3698,3698,2518,17,33,1089,1,1,1,1,1,6.930001735687256,1.93586003780365,41.96666666666667,61.63333333333333,8.804761904761905,1,0
3488,3488,3488,1880,12,26,676,1,1,0,1,1,6.930001735687256,1.93586003780365,31.333333333333332,58.13333333333333,8.304761904761905,1,0
3335,3335,3395,2438,12,54,2916,1,1,0,1,1,11.550006866455078,2.446686029434204,40.63333333333333,55.583333333333336,7.940476190476191,1,0
2965,2965,2965,2551,12,31,961,1,1,0,1,1,4.620001316070557,1.5303950309753418,42.516666666666666,49.416666666666664,7.059523809523809,1,0
3823,3823,3823,2300,13,56,3136,1,1,0,1,1,6.930001735687256,1.93586003780365,38.333333333333336,63.71666666666667,9.102380952380951,1,0
3443,3443,3443,2996,17,25,625,0,0,0,1,1,4.620001316070557,1.5303950309753418,49.93333333333333,57.38333333333333,8.197619047619048,1,0
3560,3560,3560,2513,12,25,625,1,1,0,0,1,4.620001316070557,1.5303950309753418,41.88333333333333,59.333333333333336,8.476190476190476,1,0
3461,3461,3461,2300,8,53,2809,1,1,0,1,1,6.930001735687256,1.93586003780365,38.333333333333336,57.68333333333333,8.24047619047619,1,0
3178,3178,3178,2656,12,26,676,1,1,0,1,1,4.620001316070557,1.5303950309753418,44.266666666666666,52.96666666666667,7.566666666666666,1,0
3435,3435,3435,1920,15,24,576,1,1,0,1,1,4.620001316070557,1.5303950309753418,32.0,57.25,8.178571428571429,1,0
3211,3211,3399,1275,17,45,2025,1,1,0,1,1,6.930001735687256,1.93586003780365,21.25,53.516666666666666,7.645238095238096,1,0
3635,3635,3665,465,10,52,2704,0,1,0,0,1,2.309998750686645,0.8372470140457153,7.75,60.583333333333336,8.654761904761905,1,0
3378,3378,3471,1125,15,23,529,0,1,1,1,1,4.879998683929443,1.5851449966430664,18.75,56.3,8.042857142857143,1,0
3780,3780,4618,1050,12,32,1024,0,1,0,1,1,3.6499993801116943,1.2947269678115845,17.5,63.0,9.0,1,0
2715,2715,3015,2850,17,49,2401,0,1,0,1,1,3.349998950958252,1.2089600563049316,47.5,45.25,6.4642857142857135,1,0
3436,3436,3496,2250,12,44,1936,0,0,0,1,1,6.289999485015869,1.8389610052108765,37.5,57.266666666666666,8.18095238095238,1,0
3285,3285,3390,2451,13,24,576,1,1,0,1,1,7.220000743865967,1.9768550395965576,40.85,54.75,7.821428571428571,1,0
3203,3203,3203,2463,11,34,1156,1,1,0,1,1,7.220000743865967,1.9768550395965576,41.05,53.38333333333333,7.626190476190476,1,0
3683,3683,3683,2150,14,54,2916,1,1,0,0,1,7.220000743865967,1.9768550395965576,35.833333333333336,61.38333333333333,8.769047619047619,1,0
3135,3135,3135,2325,12,40,1600,1,1,0,1,1,7.220000743865967,1.9768550395965576,38.75,52.25,7.4642857142857135,1,0
3213,3213,3213,3273,8,48,2304,0,1,0,1,1,4.389998912811279,1.479328989982605,54.55,53.55,7.65,1,0
3365,3365,3365,2203,15,27,729,0,0,1,1,1,4.649999141693115,1.5368670225143433,36.71666666666667,56.083333333333336,8.011904761904763,1,0
3278,3278,3298,1853,17,33,1089,0,1,1,1,1,7.6999969482421875,2.04121994972229,30.883333333333333,54.63333333333333,7.804761904761905,1,0
3150,3150,3463,3616,12,28,784,1,0,0,1,1,9.819998741149902,2.284420967102051,60.266666666666666,52.5,7.5,1,0
3750,3750,3750,1963,16,62,3844,0,1,0,0,1,5.170001983642578,1.6428730487823486,32.71666666666667,62.5,8.928571428571427,1,0
3418,3418,5226,1126,17,64,4096,0,0,0,0,1,3.309999465942383,1.1969480514526367,18.766666666666666,56.96666666666667,8.138095238095238,1,0
2910,2910,3060,2450,12,31,961,0,0,0,1,1,6.210000991821289,1.8261610269546509,40.833333333333336,48.5,6.928571428571429,1,0
3683,3683,3683,1125,16,29,841,1,1,0,1,1,6.210000991821289,1.8261610269546509,18.75,61.38333333333333,8.769047619047619,1,0
2311,2311,2311,3996,12,36,1296,1,1,0,1,1,7.51000452041626,2.0162360668182373,66.6,38.516666666666666,5.502380952380952,1,0
3368,3368,3533,3071,8,44,1936,1,1,0,1,1,7.51000452041626,2.0162360668182373,51.18333333333333,56.13333333333333,8.019047619047619,1,0
3453,3453,3453,2325,12,43,1849,1,0,0,1,1,7.51000452041626,2.0162360668182373,38.75,57.55,8.221428571428572,1,0
3870,3870,3930,2253,11,46,2116,1,1,0,1,1,7.51000452041626,2.0162360668182373,37.55,64.5,9.214285714285715,1,0
2921,2921,2921,2263,12,29,841,0,0,0,1,1,2.599998712539673,0.9555109739303588,37.71666666666667,48.68333333333333,6.954761904761905,1,0
3438,3438,3438,2206,14,28,784,1,0,0,1,1,5.2000017166137695,1.6486589908599854,36.766666666666666,57.3,8.185714285714287,1,0
3775,3775,3775,2711,13,26,676,1,1,1,0,1,5.2000017166137695,1.6486589908599854,45.18333333333333,62.916666666666664,8.988095238095239,1,0
2945,2945,3170,1263,10,62,3844,0,1,0,1,1,1.299999713897705,0.262364000082016,21.05,49.083333333333336,7.011904761904762,1,0
3270,3270,3270,1960,17,23,529,0,1,0,1,1,2.599998712539673,0.9555109739303588,32.666666666666664,54.5,7.7857142857142865,1,0
3405,3405,3495,1470,16,35,1225,0,0,0,1,1,5.2000017166137695,1.6486589908599854,24.5,56.75,8.107142857142858,1,0
3533,3533,3533,2980,14,32,1024,1,1,1,1,1,5.2000017166137695,1.6486589908599854,49.666666666666664,58.88333333333333,8.411904761904761,1,0
3320,3320,3320,2085,12,44,1936,1,1,0,1,1,5.2000017166137695,1.6486589908599854,34.75,55.333333333333336,7.904761904761904,1,0
3030,3030,3120,2270,12,29,841,0,0,0,1,1,3.119999885559082,1.1378329992294312,37.833333333333336,50.5,7.2142857142857135,1,0
3563,3563,3708,3391,12,42,1764,1,1,0,1,1,5.2000017166137695,1.6486589908599854,56.516666666666666,59.38333333333333,8.483333333333333,1,0
3470,3470,3470,1660,16,24,576,0,0,0,1,1,3.119999885559082,1.1378329992294312,27.666666666666668,57.833333333333336,8.261904761904763,1,0
3130,3130,3370,2450,14,27,729,0,1,0,1,1,2.080000162124634,0.732367992401123,40.833333333333336,52.166666666666664,7.4523809523809526,1,0
3660,3660,3720,1163,14,49,2401,0,1,0,0,1,5.2000017166137695,1.6486589908599854,19.383333333333333,61.0,8.714285714285715,1,0
4113,4113,4113,1288,8,43,1849,1,1,0,1,1,2.080000162124634,0.732367992401123,21.466666666666665,68.55,9.792857142857143,1,0
2661,2661,2901,2485,14,40,1600,1,1,0,1,1,3.640001058578491,1.291983962059021,41.416666666666664,44.35,6.335714285714286,1,0
2115,2115,2115,2050,12,27,729,0,1,0,0,1,4.679999351501465,1.5432980060577393,34.166666666666664,35.25,5.0357142857142865,1,0
3240,3240,3390,1038,8,49,2401,0,1,0,1,1,2.599998712539673,0.9555109739303588,17.3,54.0,7.7142857142857135,1,0
3480,3480,3480,1213,12,27,729,0,1,0,1,1,4.970000743865967,1.6034200191497805,20.216666666666665,58.0,8.285714285714286,1,0
4048,4048,4308,1558,12,26,676,0,1,0,1,1,2.8900015354156494,1.061257004737854,25.966666666666665,67.46666666666667,9.63809523809524,1,0
2956,2956,2956,1175,8,44,1936,0,1,0,0,1,2.8900015354156494,1.061257004737854,19.583333333333332,49.266666666666666,7.038095238095238,1,0
2985,2985,3125,0,15,31,961,0,1,0,1,1,2.8900015354156494,1.061257004737854,0.0,49.75,7.107142857142858,1,0
2745,2745,2783,0,13,28,784,0,1,1,0,1,2.8900015354156494,1.061257004737854,0.0,45.75,6.5357142857142865,1,0
3405,3405,3465,2460,12,47,2209,0,1,0,1,1,2.8900015354156494,1.061257004737854,41.0,56.75,8.107142857142858,1,0
3158,3158,3233,2325,12,31,961,0,1,0,1,1,2.8900015354156494,1.061257004737854,38.75,52.63333333333333,7.51904761904762,1,0
3138,3138,3438,2488,12,33,1089,0,1,0,1,1,2.8900015354156494,1.061257004737854,41.46666666666667,52.3,7.4714285714285715,1,0
3143,3143,3143,2288,12,55,3025,0,1,0,1,1,3.47999906539917,1.2470320463180542,38.13333333333333,52.38333333333333,7.483333333333333,1,0
2865,2865,3428,2251,12,24,576,0,1,0,1,1,1.8500006198883057,0.6151859760284424,37.516666666666666,47.75,6.821428571428571,1,0
3853,3853,3853,1173,16,23,529,0,1,0,1,1,3.700000762939453,1.3083330392837524,19.55,64.21666666666667,9.173809523809524,1,0
3435,3435,3465,2946,11,42,1764,1,1,0,1,1,3.179999351501465,1.1568809747695925,49.1,57.25,8.178571428571429,1,0
3221,3221,3401,1150,12,26,676,0,1,0,1,1,3.179999351501465,1.1568809747695925,19.166666666666668,53.68333333333333,7.669047619047619,1,0
3320,3320,3320,2193,14,25,625,0,0,0,1,1,3.179999351501465,1.1568809747695925,36.55,55.333333333333336,7.904761904761904,1,0
2633,2633,3278,2663,10,32,1024,1,1,0,1,1,1.590000033378601,0.4637340009212494,44.38333333333333,43.88333333333333,6.26904761904762,1,0
3158,3158,3158,2413,12,33,1089,0,1,0,1,1,3.179999351501465,1.1568809747695925,40.21666666666667,52.63333333333333,7.51904761904762,1,0
